	Month	Which	Gr	Nutr	Exp/Ref	Method	Ribose-P	OMP	"1,3-diphopshateglycerate"	3-hydroxy-3-methylglutaryl-CoA	3-phosphoglycerate	6-phospho-D-gluconate	acetyl-CoA	aconitate	adenosine	ADP	a-ketoglutarate	alanine	AMP	arginine	asparagine	aspartate	ATP	choline	citrate	citrate/isocitrate	citrulline	CTP	cyclic-AMP	cystathionine	cytidine	cytosine	dATP	dCTP	deoxyadenosine	deoxyguanosine	D-erythrose-4-phosphate	D-gluconate	D-glucono-delta-lactone-6-phosphate	D-glyceraldehdye-3-phosphate	dihydroorotate	dihydroxy-acetone-phosphate	D-sedoheptulose-7-phosphate	dTTP	FAD	FMN	"fructose-1,6-bisphosphate"	fumarate	glutamate	glutamine	glutathione	glutathione disulfide	glycerate	glycine	GMP	GTP	guanine	guanosine	hexose-phosphate	histidine	histidinol	hypoxanthine	inosine	isocitrate	leucine/isoleucine	lysine	malate	methionine	N-acetyl-glucosamine-1-phosphate	N-acetyl-glutamine	NAD+	NADH	NADP+	N-carbamoyl-L-aspartate	nicotinate	ornithine	orotate	pantothenate	phenylalanine	phenylpyruvate	proline	pyridoxine	pyruvate	quinolinate	riboflavin	S-adenosyl-L-methionine	serine	succinate	thiamine	threonine	"trans, trans-farnesyl diphosphate"	trehalose/sucrose	trehalose-6-phosphate	tryptophan	tyrosine	UDP-D-glucose	UDP-N-acetyl-glucosamine	uridine	UTP	valine	xanthine	Arginino-succinate	Carbamyl phosphate	CDP	dGDP	Dimethylglycine	Homoserine	Hydroxyphenylpyruvate	Lactate	N-acetyl-glutamate	Prephenic acid	PRPP
PO4_0.223_pellet_b	8	b	0.223	PO4	exp	pellet	29887.36177	300	2697.35325	300	17478.36846	7690.804489	300	5508.971999	4098.660618	4679.074097	53160.4456	151976.7722	2102.746921	196894.0828	12293.79544	48125.45935	6440.772163	3117.926986	598491.3194	4222058.913	15396.21424	300	341.8411857	5986.551468	5763.0136	1771.5913	6276.916278	300	753.7443532	300	300	5801.645575	300	5545.104301	7705.478583	36119.74283	55420.19494	300	300	300	45097.53057	3219.378125	632861.2992	1133537.442	50560.7874	17846.52529	300.1225708	300	300	2265.251499	463.8118611	300	146188.2993	48309.55042	4545.522789	300	2341.612808	3885.78429	228224.7685	1564.241317	212536.2051	724.8141713	3581.183879	3696.046392	34752.14663	1128.106732	569.7817903	2973.950535	5174.149238	24723.77929	10038.03801	7325.07686	1202.810571	1646.121661	17988.93636	12316.53668	1961.838193	300	993.1390579	2403.494771	38906.29069	54664.75694	713722.7719	76143.66319	300	23512.62026	8713.046604	300	13297.81698	113888.3572	115490.6594	1165.975756	4582.959606	48990.19097	300	548.8768979	300	300	2290.462813	1439.815545	424.0483973	300	4362.893288	8016.761067	300	674.8974321
PO4_0.223_pellet_d	8	d	0.223	PO4	exp	pellet	40253.10917	300	3044.268772	300	22141.55318	13760.40107	586.9850829	7492.44091	3842.129856	4357.054421	54558.31344	78330.68757	2932.868611	196211.2594	14500.46296	47295.30617	7161.308006	2730.119211	472544.2201	4759877.199	19156.1754	491.0649861	300	2389.618118	5145.859329	2115.270443	5623.901282	300	528.15525	957.825894	382.6506361	8162.480107	300	3464.934907	11998.57946	34914.898	54355.94979	300	300	300	46590.00561	3176.368331	554188.3825	822066.0301	36154.82042	10418.76176	791.4406246	300	300.7033796	1970.59281	378.9105018	699.3257088	188515.7878	23151.2424	5184.406761	300	1979.732004	3752.304875	268986.914	2122.051154	229517.7951	6340.558314	4176.148761	2626.558939	26920.96354	3378.313276	947.4579532	3699.693807	7541.868083	20959.66707	10509.08497	7265.948035	121370.8984	2414.974297	48208.20856	11212.82089	984.9643996	462.1691403	1615.175883	474.893576	25061.83224	49932.10358	565777.4161	65587.60669	300	16268.98149	8485.418928	15537.68085	5351.750804	92294.62167	74431.76993	333.4776788	5838.766367	78532.80526	300	731.9404461	300	300	923.9724591	599.3538527	372.0169312	300	3513.738828	15057.72668	300	472.1045991
PO4_0.300_2filter_c	8	c	0.3	PO4	exp	filter	51447.05403	300	2430.332573	300	2832.577637	20381.61415	3509.937456	12628.98698	6851.531901	26626.52952	44900.14931	93696.15452	6590.039388	182751.8855	5394.569444	52441.81251	40693.77171	637.3767787	462793.118	3710849.111	12036.96289	12640.87196	1237.506361	1111.991102	3151.719781	1049.574463	3699.264269	487.4168057	516.0432684	300	610.2687783	6667.491753	300	3525.067003	20349.69575	92391.84896	66851.97743	1698.071303	833.1043107	339.9237791	67671.46788	653.2643609	584120.3472	680776.3751	19370.78999	4212.660573	300	300	407.1306516	10886.40777	300	1130.704322	136378.5972	44872.01128	5677.799751	300	1446.554361	2342.427735	220540.4861	2878.662705	247480.3333	12872.08008	5092.315213	779.7706831	49041.40799	18626.51823	7823.484484	3254.363336	19192.71832	29116.31597	20177.59288	9801.334961	114280.7951	14341.48524	74555.03299	121135.9271	4598.312717	300	9073.021919	3860.074001	33732.9974	86958.40799	189488.2777	66373.27777	393.0589537	27668.00608	6158.971355	11093.14182	3089.519992	142433.8715	33491.23959	300	58533.93143	66702.77084	300	2220.835609	300	404.2462925	13211.42928	737.4130086	397.9930301	300	6938.020746	14756.87829	300	303.6711771
PO4_0.300_2pellet_d	8	d	0.3	PO4	exp	pellet	49254.83112	300	4010.404581	300	12375.90454	13478.8324	937.2914175	7886.905075	3406.675788	8435.657649	32744.1173	36010.85976	2843.907963	166199.2848	6371.577658	39698.26648	11784.65704	1557.088854	426243.9754	3937086.816	12956.69577	451.6781064	300	578.3042503	3682.023355	776.6940243	4753.373393	300	300	418.0298537	300	3975.844472	300	4173.689475	8000.753434	35721.79921	59594.5089	300	300	300	86988.1627	1078.777879	374354.4388	519156.934	30570.08124	6479.238087	325.9478667	300	300	1077.883784	300	396.9512861	156336.4078	21110.64501	4259.379707	300	3710.050516	2905.32263	135619.71	1524.187333	135885.0396	3121.598854	3048.556473	1273.697624	43807.50836	4769.945257	715.4927443	2806.975196	8202.162527	16446.93524	10470.36546	6826.776761	58784.3167	2130.436349	40259.753	23647.3453	1491.085709	300	3068.242984	304.4524945	14619.98552	50688.81084	609513.6816	44560.59837	300	26596.76179	5598.52963	11963.51956	1245.317966	112143.7519	50363.11825	300	12154.4781	47039.65233	300	2119.635553	300	953.8732012	12795.21787	926.2478372	515.2260683	300	8758.679862	8861.668408	300	1104.837253
PO4_0.300_filter_c	8	a	0.3	PO4	exp	filter	38581.10296	300	2579.100481	300	2306.883452	16695.35782	3520.183476	7986.907572	4827.776662	23450.67453	37088.59771	65061.74677	3534.106085	195933.518	5818.263265	47418.244	39944.84606	825.6040291	394555.9204	3121477.427	11383.22558	13314.95335	649.2807384	300	1179.490822	855.8444768	3895.73918	300	394.2033911	300	661.5900291	5805.210394	332.5423861	2469.237611	19265.65096	86580.45227	54190.70205	2182.057184	1545.983197	327.7841051	66125.9642	455.18523	414102.0701	622484.8497	28420.33063	6248.75787	300	300	410.789451	12025.10095	300	724.8100186	106937.467	50089.85694	6887.548313	300	820.4577168	3298.004434	201805.7753	3685.123801	203061.1814	12585.89382	2630.646344	300	60453.62276	22307.52777	6867.411449	1738.166108	18114.84705	29490.4643	17918.62433	10728.48369	115004.7106	12118.94346	74366.5958	116021.6146	3586.638296	300	6912.213727	4281.326385	28626.68858	80274.36214	177235.9276	58136.47976	677.8827376	25044.02113	5693.277273	11775.03235	2006.546523	125821.8124	30278.0601	300	48938.17742	80269.54278	300	2648.654232	300	300	2079.281814	738.3522976	300	300	5394.588499	4121.828997	300	300
PO4_0.300_pellet_d	8	b	0.3	PO4	exp	pellet	47421.35171	300	1994.00577	300	4279.442691	11871.73799	501.6556701	6459.96537	1940.58084	6344.658787	45786.68279	45024.04287	669.9882463	167099.0088	7595.478176	39040.12263	8821.68479	324.1822164	444848.3519	3483043.097	10688.84168	1066.839094	300	462.1532801	3124.24784	510.5112279	4340.198118	300	901.3411228	465.5100264	345.3931881	3259.176166	449.7355866	4120.618101	10478.6383	39644.31164	57995.94313	300	300	300	71666.56367	1225.401731	412213.5961	590354.1667	24183.67781	3436.829073	300	300	300	1696.37034	300	300	137270.0521	19093.51776	3901.013122	300	1524.08344	2359.534739	174289.6339	1568.312764	197066.659	6375.365725	3924.185227	876.2714354	30275.05248	1700.329787	300	2726.015066	10209.09053	20045.77843	13999.3837	10245.29209	81148.03521	3773.187894	48358.28961	76233.81724	1580.176845	300	2215.48576	721.8602303	21561.46367	68227.67801	533601.5236	45460.72761	300	26735.89815	6449.332925	12820.0273	2404.038675	79227.65275	27320.30667	300	9620.302054	65693.33606	300	1310.17899	300	300	2402.877525	600.5228556	300	300	5282.661268	5752.532168	300	611.451856
R_PO4_0.056_filter_a	8	a	0.056	R	ref	filter	1729.52724	300	351.9493714	375.8930333	664.180061	306.0219149	2385.679835	25576.20133	42355.40799	11795.49603	88498.65081	79286.08881	4029.2992	294698.5615	11676.71534	27792.50496	13816.24876	26475.75025	430383.9583	3489060.556	8323.032457	1938.621003	817.2401938	8187.126429	59780.53076	18899.6875	595.2471562	300	1222.077443	3070.638563	1441.629387	3236.95917	300	300	2824.831582	6725.60609	4791.767424	1123.166165	2801.598307	300	1011.623206	424.0395592	615261.8252	684324.5633	40371.21838	20662.15247	1090.005832	300	470.573343	2565.583496	2405.02639	19720.41977	14920.49882	55848.43624	2124.377751	931.0064867	136401.2326	4600.798301	187702.0635	6565.958271	224931.0813	7645.5368	468.4352233	2957.023344	34791.38703	1901.69077	1059.31007	410.792464	11544.58799	23571.8626	5264.762448	11843.06981	138176.999	29867.46032	64240.50348	23142.95139	1756.421538	7523.571271	10265.1051	2123.904932	40224.15302	76182.32886	83651.52033	46007.48264	300	91330.4241	6746.123048	12694.90885	12055.11719	59160.80048	15803.54725	13726.8998	9756.657367	29979.1338	1300.670418	2221.241006	300	610.8075123	10839.72879	716.125849	300.7033313	300	6609.765419	5666.500197	300	853.7163447
R_PO4_0.056_filter_c	8	c	0.056	R	ref	filter	1426.460602	300	484.5734415	316.0052435	368.0357889	334.6525554	2144.111344	35992.39813	102947.406	22104.64729	84647.37794	85500.35235	17129.13475	306940.5637	11559.85434	39468.93765	15434.2499	21863.11657	461281.4951	3358816.095	8237.009324	3418.623781	512.4903064	6652.422098	79022.90902	25423.08517	1167.173029	300	2510.456678	4789.98465	1972.03046	2335.149109	300	356.77109	3147.570801	9330.027701	3224.990027	1348.480205	1737.626618	300	915.9810284	372.340994	835515.9926	998669.8324	55932.82015	29934.22756	1173.283356	300	895.1818328	2573.953786	3414.209942	30947.77752	15508.65502	48608.40737	2928.539441	771.0014564	172903.2782	4405.797462	236288.6387	5096.111779	242248.2332	9211.762789	300	3559.316518	45899.04131	3465.85079	1511.350504	300	9456.0065	27256.83211	4022.667579	12364.46525	184607.8227	23603.89221	75499.78299	42309.84988	2395.7717	9158.952304	14274.77437	2556.787887	41661.45195	65759.23328	83372.78647	49119.42657	300	106965.6174	5822.215838	20401.64739	9750.821779	47551.56186	14034.10852	12760.3755	9341.969368	36642.933	898.9520402	2403.97404	300	631.4889577	13830.0562	300	372.7200623	300	8092.903645	4563.11442	300	1265.380649
R_PO4_0.056_pellet_b	8	b	0.056	R	ref	pellet	2333.408554	300	875.2728141	300	1848.24336	420.5443672	1135.270232	25469.86774	42601.80735	7622.36169	111491.4855	94223.10913	5829.403201	371774.298	16841.6235	33922.20477	4740.810494	25186.61331	458360.5526	3905163.949	10493.49454	1202.816098	300	9253.334821	69944.78745	18209.18181	1725.490492	300	1509.822569	3712.871828	719.4290712	2007.487112	300	948.3684598	1534.627677	6967.903293	7446.625908	300	588.3207652	300	1008.232774	1035.269032	748591.6212	1417175.317	48101.53703	21679.97091	1458.638774	300	300	645.8051016	3932.282644	16536.83197	32171.41785	81720.94092	1882.611239	616.7258065	150901.6135	6000.751353	223409.1429	7378.372853	224929.5686	6713.843304	300	4134.738734	24691.19254	300	440.5006685	445.6758478	8784.923076	25401.79461	6255.739783	11081.5504	172996.0711	6522.31463	76683.63902	26032.03196	1155.446614	3859.044791	5897.617505	1895.519467	46592.88808	64602.50935	192816.6723	56921.12207	300	106260.1761	8193.22563	19630.21895	13258.90936	55786.34511	33600.58665	14741.56096	4057.317496	38720.65571	632.6014978	700.5420706	300	300	1853.963034	453.7172587	300	300	7578.748348	3705.308966	300	521.4716966
R_PO4_0.056_pellet_d	8	d	0.056	R	ref	pellet	3252.813645	300	300	300	4840.069846	518.1585505	337.6669293	23522.7072	26834.74298	1781.454026	89755.6131	80039.37386	3041.713682	309053.6515	20870.9225	39745.83192	2231.03735	23556.66398	447632.3709	3581712.591	9658.321832	300	300	7649.966212	60903.5312	21979.75968	1299.470664	300	1899.587172	3672.469872	858.4341853	2225.211766	300	846.7901478	1247.36536	6751.35162	10460.86497	300	300	300	1618.817404	1313.200583	842944.95	1718663.632	64650.82652	17889.51611	2040.64309	300	300	454.4974341	3700.583815	15510.27266	29334.5781	60250.33967	2781.808428	1110.135595	150330.1687	5901.059446	193216.9214	6411.719283	178312.7151	6202.223804	412.6288022	3910.068589	18744.09321	300	407.3740118	300	6141.572016	27757.46999	2672.752579	9993.380603	144356.1651	6553.575245	74002.68201	17025.02052	1564.750693	540.7606911	4231.331646	1237.342182	40434.91848	55357.32424	165580.9047	60220.32522	300	107773.9145	12171.56823	17911.9774	10181.64292	32437.14971	27669.26164	14102.48917	1142.998073	37658.10972	860.8936929	1321.678701	300	300	2628.095394	300	300	300	5015.799785	5535.156067	300	1324.984419
R_PO4_0.061_filter_a	8	a	0.061	R	ref	filter	1286.13766	300	528.6604667	410.3263462	527.4116732	537.145662	3174.455326	22486.84499	29334.00088	16466.02571	79146.51066	107159.2674	6257.228704	308250.8314	15726.04167	34567.39534	13536.54621	15697.54469	378082.1303	3170790.845	8652.400141	3256.78241	676.4853789	6650.439531	59579.00404	14567.43722	1832.841308	300	1153.326158	2310.751357	1225.076337	2940.692015	300	480.9306592	4246.552383	10062.27626	3868.64241	958.9479451	1433.104323	300	1184.236596	348.9423433	562887.7737	931006.0643	47393.98596	17035.01718	740.0179343	300	423.7347861	4197.006584	2138.307422	17015.42938	14404.27059	56142.63376	2091.429174	585.5580094	96012.80812	3496.835265	185478.0272	4907.096507	174164.8328	9876.564944	300	2968.705909	28292.70161	5527.940845	1258.442777	510.0798751	7134.611883	22244.76477	8112.748343	11173.25747	156155.0616	19942.51822	61560.5169	30210.17826	1842.611708	8761.364038	9431.182911	1780.121872	43418.92972	43056.33436	93560.65629	62121.50577	300	62399.26033	5169.718155	15145.67348	10653.4227	46098.57138	13396.41316	13479.97084	11688.56902	33325.24085	535.4340127	678.0283876	300	300	1784.583982	2264.235387	300	300	4666.98628	26019.59057	300	2583.057002
R_PO4_0.061_filter_c	8	c	0.061	R	ref	filter	1233.896437	300	338.2838162	300	613.6829	326.913583	2015.438269	25459.78271	57443.94594	15063.83496	96913.37406	69034.93322	7308.803728	259423.8088	11973.44749	38279.57276	13984.15616	12188.00214	421797.7104	3530548.35	6027.659762	2156.768215	1114.828176	7961.336183	73994.97218	27163.06596	1320.704454	300	1169.359616	3669.87216	1359.958359	1913.266183	300	432.0390858	3282.688657	6843.620599	3899.154049	932.1052376	907.809852	300	1174.011976	307.3935026	757381.25	964556.3119	61869.22698	17576.03845	957.817153	300	1121.643691	2582.824505	4382.476666	16880.55545	17078.29453	49300.05672	2514.335245	598.3514842	119841.579	4171.291319	221028.2333	4854.623121	190450.3713	10641.99799	340.9782038	2863.311505	31852.20194	1277.520188	1423.077574	300	10049.86947	17989.14952	5917.188465	11165.02552	189115.1918	25149.72089	59152.89683	41759.62124	1897.832063	5316.126574	12549.11046	1816.541373	36672.33395	59986.57436	79633.63757	48284.83782	300	70575.98109	6395.421599	16526.20958	11892.06438	46663.73569	12573.70404	12530.70725	10756.75923	47203.10824	633.7006361	367.0108579	300	300	2530.399442	2466.119335	300	300	6682.965979	24556.82626	300	5933.419085
R_PO4_0.061_pellet_b	8	b	0.061	R	ref	pellet	2761.340802	300	1025.10662	300	6157.861977	360.1308657	300	16701.52214	13074.2913	2109.495257	71168.33331	73635.76634	2751.591006	233866.3929	18551.73735	40017.4747	2816.660156	15418.86198	436683.5476	3699647.619	6627.799291	300	300	5981.83268	39646.63542	11428.30209	2135.102632	300	656.3499377	1637.184105	1002.457194	2271.174898	300	334.0422	1784.536575	5420.125837	8739.310451	300	300	300	1167.44408	2058.762881	682531.3097	1314173.262	49054.56547	19417.03906	1737.359979	300	300	1118.583357	2453.676805	6975.239954	24923.59896	50951.87946	1932.263718	1001.842274	99804.5536	4720.987351	137238.2322	3842.508091	141578.1875	5702.658854	300	4448.972098	11458.24367	300	300	517.8435	8107.945686	16709.24033	3014.248791	7782.186571	99909.128	3516.311198	44312.35566	6241.507069	1728.998512	1589.761509	2077.791294	1162.858617	37639.67039	40039.44122	153564.122	50890.43899	300	56887.86458	8211.981771	10436.33594	8859.798366	28674.4561	18940.17243	15967.71447	816.6655737	30769.1183	627.4372063	300	300	300	300	1778.988212	300	300	5388.526553	9945.280206	300	758.8282188
R_PO4_0.061_pellet_d	8	d	0.061	R	ref	pellet	1961.75312	300	390.6348957	300	5139.159645	300	534.9502455	17586.10963	36218.90202	2896.561409	70480.72372	83051.34707	3591.970969	342863.8525	19945.87764	36669.78553	2667.149303	7926.162162	430559.5114	3395351.135	6020.219445	477.9683644	300	4743.169516	67160.13309	20877.8564	1822.574486	300	1411.417132	3819.179568	1347.079771	2754.278213	300	389.7786937	1703.437014	4894.699208	7165.834288	300	953.5999503	300	1014.994261	1757.524452	821879.2759	1574424.957	48714.6331	30799.01696	1762.737196	300	300	667.7527424	3565.250907	12814.61981	27224.17785	48381.87309	2796.098394	725.9623743	107124.7955	4327.469996	208107.7988	4952.337615	165417.6374	8075.308817	373.5916698	5150.258883	18113.67119	791.3765031	300	431.1940377	5338.148654	16616.07937	4442.377955	8796.931073	132887.8763	4602.241066	58692.19157	7228.334969	1004.904479	1353.825573	5428.049246	1809.013731	42983.45877	39072.63035	223169.4045	68119.31173	300	61280.9555	8616.07289	16772.8727	10864.49301	31253.20851	31726.00758	14551.41985	1922.798815	42809.90129	523.9551246	300	300	300	421.2626421	1296.078056	300	300	7416.595879	10128.90599	300	1525.724011
GLU_0.058_filter_a	10	a	0.058	GLU	exp	filter	12931.94437	300	5036.988269	1508.060137	17549.46373	13433.34997	3997.946024	13552.20727	300	16395.45284	38884.0895	27903.40953	7549.706067	2642.808823	3114.67888	17118.42086	227484.1551	1197.422282	78022.04667	674180.3704	7771.036	23676.17429	300	615.3794313	300	300	12447.15037	757.6140341	300	300	1425.121558	677.6304417	1341.398523	765.6340119	673.9044116	10753.6509	106148.858	11640.5992	2194.257179	380.7747274	15500.93075	300	1452590.556	283750.1466	68726.56443	7181.23059	355.5654022	300	300	37626.28955	300	300	57934.40201	1527.149764	300	300	479.4861822	2458.343853	39602.09008	300	159377.0023	689.7138657	583.7117965	300	167512.2454	1080.220631	3678.822217	300	7551.485822	4570.355903	4651.67149	11398.25352	16710.96596	9317.518326	227884.9074	7762.858919	2463.555833	300	563.0678756	300	2236.519519	3902.49453	33647.86941	10326.07422	413.5841146	46100.56231	4148.236641	5294.020303	3664.106325	993693.2719	43884.57079	300	140379.4097	9315.666933	300	384.1204093	300	300	3527.739665	2400.849522	300	393.911555	4367.155181	44869.74051	300	6240.372721
GLU_0.058_filter_c	10	c	0.058	GLU	exp	filter	14943.9734	300	6840.915009	661.8095741	15775.68682	14907.16092	3708.3866	15621.61217	300	20465.30593	44149.47486	27596.50644	6145.759486	16542.68089	7387.727596	11908.04978	277100.3874	3529.792958	93809.7086	806892.562	8147.499139	31972.34956	300	1325.002368	300	300	22396.13034	1174.107878	300	300	2033.401733	1102.543199	1977.082735	767.30263	1487.990972	10592.70537	104361.6176	11913.69689	1081.826169	300	20003.21943	318.3617882	908176.6017	396867.1402	47958.01696	3985.046698	322.029562	300	300	50802.20493	300	300	77378.51025	5135.98579	300	300	300	2886.788932	46565.61317	325.0606168	93851.77769	580.7333069	726.6141529	300	132341.7226	1034.355194	3172.948278	300	6564.218266	8509.306397	5824.60265	10853.62243	22077.09679	12612.72194	127668.4099	7640.538643	2628.223665	382.1874279	1461.010095	300	7790.677326	2549.880418	50781.22955	14510.5197	1053.522119	38654.40179	5633.400186	7420.26152	4379.711241	1045809.298	66478.1788	300	191580.1998	14460.00264	300	300	514.1226017	419.7918123	4881.727757	1242.628192	300	300	4991.369659	38042.91295	300	8323.567338
GLU_0.058_pellet_b	10	b	0.058	GLU	exp	pellet	13420.05544	300	3208.246528	300	102220.9367	6052.940797	1419.198092	4305.508794	300	13894.56148	35107.8156	12521.4557	3150.312603	2591.312986	4314.056235	3837.868213	36536.00777	979.7459675	39389.30948	364567.0139	6686.556506	3481.875529	300	300	300	300	5119.595386	300	300	300	300	402.6039066	4817.584196	300	300	2201.78762	117234.0671	1806.430974	300	300	2844.924879	300	387455.4894	294274.4626	18032.95717	827.2531016	645.4563696	300	300	3232.579533	300	300	102169.711	1372.45703	300	300	300	3689.031369	29699.71685	300	63410.28233	300	431.4536471	301.7627688	18742.81813	300	300	300	3589.635262	1432.493309	1770.434602	7786.387933	13659.16212	753.9035212	131220.7341	1130.98545	300	300	300	300	2333.585612	2716.895952	69161.9833	9371.636024	300	48482.10152	2493.336898	5522.177787	3808.972685	501825.587	53135.55928	300	23773.60233	9948.140913	300	300	300	300	435.5669238	1027.902784	300	300	3666.503906	13145.11908	300	906.4566015
GLU_0.058_pellet_d	10	d	0.058	GLU	exp	pellet	14663.581	300	3079.675648	300	24526.779	6598.111721	1056.738863	6110.75446	300	16696.8378	30351.32637	8043.484159	4628.419132	14228.07902	6837.66599	9604.663992	70720.44684	2565.593029	78068.79133	654896.8585	8862.627627	6468.844944	352.5200225	300	300	300	6819.268895	300	300	300	300	866.2511675	2243.184311	300	300	2803.844633	113299.01	2792.385493	300	300	7609.001426	300	730043.2375	414760.6812	27269.62529	3916.025426	853.313523	300	300	7971.922405	300	300	114631.126	8306.979325	300	300	300	6199.340821	33224.07098	300	39469.40311	300	620.4045994	359.8134794	60240.29535	300	300	300	1791.488696	3027.222261	1181.722587	11676.71493	16656.92481	2985.823826	112490.0587	4187.247721	300	300	300	300	5146.854719	2261.493736	146184.3874	10696.22551	300	47062.34292	3666.963187	7719.750072	3872.270856	612286.4583	104868.1279	300	45059.60132	8927.641373	300	300	502.4295852	300	746.8242876	793.9553956	300	300	7130.863177	17530.41553	368.3505545	879.2682803
GLU_0.108_filter_a	10	a	0.108	GLU	exp	filter	20299.8015	300	3926.739153	2161.127494	14537.61068	19392.83808	5876.418748	14277.14379	300	21536.86105	90849.7935	30846.93081	5914.567116	3559.449056	2143.744769	10830.58291	316133.0878	300	99500.62871	879569.7471	17548.60444	34327.70182	300	522.2084843	300	300	8575.635229	1242.539396	300	300	2143.388381	1142.740871	3114.000884	572.6531981	3086.073521	16202.21866	148150.9412	17201.51321	1379.947829	948.2798221	23409.33501	413.1653102	871408.9879	326840.7069	27961.64574	3256.849191	300	300	300	53784.84282	300	300	70212.34933	908.0635071	450.6850069	300	300	2811.353121	33441.92709	300	322097.0536	462.9866471	1160.140976	300	108574.6652	3102.8622	3608.76709	695.4262116	9046.4309	3793.263317	8545.728471	5639.906878	14934.26014	11503.46656	160760.2939	9247.608121	2917.726876	398.7029519	2849.734236	300	3272.974389	2998.513939	48166.75224	12991.0319	1866.390693	32190.84775	3263.026995	5043.846494	1884.30356	1177661.041	62205.43155	300	216315.1376	12458.08269	300	676.64896	300	445.7659493	3301.017307	2588.234267	300	300	4205.749349	69462.263	300	9264.204533
GLU_0.108_filter_c	10	c	0.108	GLU	exp	filter	21120.00921	300	4982.171004	913.2120308	19086.51952	21676.88802	5685.805823	15919.9231	300	28152.93898	86012.9288	20509.0113	6233.184402	3362.887688	3730.629308	7068.314585	362919.2747	300	141298.5707	1235983.772	14121.58962	48078.03786	300	747.0433992	300	300	7528.09294	1147.216644	300	300	1797.787315	1552.825239	2825.460655	659.923484	4118.649651	12282.89205	188351.2218	19100.32601	1606.023206	458.3931659	19798.69326	318.7263135	686493.5464	272334.469	20814.8555	1091.150762	1081.110055	300	300	64655.34931	300	300	70418.98301	1055.837026	358.8414795	300	300	2610.128746	33889.3376	300	282425.8224	458.0325426	1050.976165	300	72207.64215	1134.519565	2144.719802	824.9325662	8440.368992	3885.081478	11916.07632	6339.29012	14636.03687	16654.21905	106086.7247	8844.877331	2680.028195	537.4994767	930.3679541	587.5098015	2659.110483	9901.250444	31036.88126	15299.66714	2380.76539	29815.23732	3380.202459	3805.483252	2363.234319	1114280.405	68973.8761	300	316698.2808	12625.69241	300	400.2029488	300	300	2526.928572	1520.562398	300	300	5054.522082	34664.21663	300	5399.588449
GLU_0.108_pellet_b	10	b	0.108	GLU	exp	pellet	13522.9237	300	2003.135192	650.78815	21877.19727	9029.977626	4060.904158	10103.90973	300	12560.22673	33582.87002	6669.165117	4229.93962	4287.03558	5333.581029	6825.662417	53797.94951	300	50247.08485	450292.0004	12020.68321	5766.395189	300	386.9920256	300	300	3963.269083	300	300	300	300	548.6237762	2102.498965	300	498.8770272	3555.624083	127034.5849	3410.161307	300	300	7795.104228	498.4721597	544127.8417	251873.2352	26150.62766	965.5743447	300	300	300	5887.563684	300	300	95062.09549	2644.558271	300	300	300	2052.113871	17307.89277	307.6377576	102553.6635	628.6966602	729.654265	300	40378.42461	300	541.9454728	300	2062.189491	2385.386643	2860.416034	3754.029742	9872.088641	1140.741658	44974.40584	2520.316016	524.5319058	300	300	300	3589.127683	1091.040197	68560.20427	7807.13333	300	24889.08273	2169.689033	3266.909701	1052.561422	610464.7655	85901.59155	300	39850.54485	6536.825257	300	300	300	300	787.0222189	1150.265852	300	300	4125.171468	29225.91783	300	1390.484178
GLU_0.108_pellet_d	10	d	0.108	GLU	exp	pellet	21070.35905	300	4482.468565	517.1096097	18547.94233	13101.73738	4977.917154	5153.465193	574.3914978	14610.47393	42758.3742	4813.098887	4538.19191	4529.733001	2139.434592	4600.882233	69625.00761	368.7149097	95358.52912	760796.5934	13169.12066	9276.197299	300	311.622609	300	300	10434.27806	506.8200699	300	300	300	1327.112544	2366.801924	300	300	2983.493123	177637.4962	6718.694281	300	322.2138195	4557.788977	300	443137.7281	216053.7865	17242.08961	3349.726991	894.1891416	300	300	9584.372861	300	300	125339.4236	1129.886733	300	300	300	5318.515185	20495.88275	300	85422.19438	300	1011.696742	300	48398.24931	428.9747696	994.682108	300	1821.320864	1400.029166	2400.04865	4683.664557	11650.99034	890.1802599	49532.99118	2707.138529	300	300	384.080108	300	1618.784869	3103.837523	75224.39745	7951.926635	300	29277.93491	2725.011227	3980.59878	1883.500965	616634.5803	119796.0386	300	96219.07314	7675.332175	300	485.7752343	300	300	639.6118306	514.7132909	300	300	4802.493877	25257.10956	300	3440.496897
